标题,标题链接,摘要,来源,时间
甲亢患者一定会突眼吗？能逆转吗？ | 科普时间,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2024%2F02%2F26%2FARTIDbd0ajE7e6P2ctG3DJIR240226.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D13,"
		                        								                        							
		                        									                        							患者平时在生活中要做到以下几点：　　来源：《大众健康》杂志　　作者：上海交通大学医学院附属第九人民医院眼科　　雷超宇 周慧芳　　审核：国家健康科普专家库专家　　中山大学中山眼科中心教授  陈伟蓉　　策划		                        						",来源：新闻,发布时间：2024-02-26 11:28:51
锚定发展新质生产力 广州“二次创业”向“新”出发,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Flocal.cctv.com%2F2024%2F02%2F20%2FARTIUwooKK4uk4gWbBUAoy1S240220.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D13,"
		                        								                        							
		                        									                        							打造""政产学研用""紧密合作的创新生态，打通科技成果转化链条；出台科技成果转化‘1＋N’政策，完善‘产业出题、科技答题、市场阅卷’的机制；海珠区联合中山大学组建科技成果转化""一联盟两中心三平台""……一个个金点子在大会现场产生回响		                        						",来源：地方频道,发布时间：2024-02-20 16:57:11
中国和马尔代夫务实合作成果丰硕,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2024%2F01%2F10%2FARTIWWzTHSDfdvSOetUYckMv240110.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D14,"
		                        								                        							
		                        									                        							前不久，她结束了在中国中山大学中山眼科中心为期3个月的培训，还没等她从广东回到马尔代夫，患者已经开始约号排队了。　　		                        						",来源：新闻,发布时间：2024-01-10 10:30:35
一体化发展加速，琴澳“和鸣”奏佳音,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2024%2F01%2F09%2FARTIFNrx1uhxMGdWjZ3P3N62240109.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D14,"
		                        								                        							
		                        									                        							中山大学区域开放与合作研究院院长毛艳华认为，合作区的建设发展和制度探索，能为整个大湾区的体制机制创新积累经验。　　		                        						",来源：新闻,发布时间：2024-01-09 16:10:36
2022“复旦版”医院排行榜发布：医疗资源趋于均衡,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F11%2F28%2FARTIMkTxjGDjs5JCYTx6JnyZ231128.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D14,"
		                        								                        							
		                        									                        							此外，上海交通大学医学院附属瑞金医院、中山大学附属第一医院、空军军医大学第一附属医院（西京医院）也分别在各地区的综合排行榜中位列首位。　　		                        						",来源：新闻,发布时间：2023-11-28 06:56:59
多地优化购房政策市场反应积极,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fjingji.cctv.com%2F2024%2F02%2F01%2FARTIgJ5zp0YLCWjexD5gysFy240201.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D14,"
		                        								                        							
		                        									                        							中山大学管理学院教授陈珠明认为，各地楼市调控政策的优化实施将显著增加有意愿、能力和资格的购房群体，对市场预期的稳定起到积极作用。　　		                        						",来源：经济,发布时间：2024-02-01 15:50:25
多所高校恢复向公众开放，如何找到大学开放的“最佳本地方案”？,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F11%2F29%2FARTIojPu0Ajbt1bgSAp6DNME231129.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D14,"
		                        								                        							
		                        									                        							中山大学、广州大学、深圳大学等高校已经开放社会公众预约参观，另有50多所广东高校正在筹备开放中。为什么大学应该向公众开放？怎样开放大学校园更合适？		                        						",来源：新闻,发布时间：2023-11-29 21:42:31
多地优化楼市调控政策 市场反应如何？,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2024%2F01%2F31%2FARTIDNpzsk8PyfNBpCeHtE9i240131.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D14,"
		                        								                        							
		                        									                        							中山大学管理学院教授陈珠明认为，各地楼市调控政策的优化实施将显著增加有意愿、能力和资格的购房群体，对市场预期的稳定起到积极作用。　　		                        						",来源：新闻,发布时间：2024-01-31 21:08:34
特稿｜穿越时空的文明对话——法国国礼《论语导读》背后的故事,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2024%2F01%2F29%2FARTICF1p4yCxQ0YP4IAS1V4d240129.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D14,"
		                        								                        							
		                        									                        							中山大学哲学系法籍教授蒂埃里·梅纳尔（中文名梅谦立）认为，贝尼耶崇尚儒家著作中呈现的崇高道德和政治理想，所以希望能以儒家思想原则，作为构建现代政治学的基础。　　		                        						",来源：新闻,发布时间：2024-01-29 15:07:59
特稿｜穿越时空的文明对话——法国国礼《论语导读》背后的故事,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2024%2F01%2F28%2FARTI0xkxgNL4YyaJ9WZhallI240128.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D14,"
		                        								                        							
		                        									                        							中山大学哲学系法籍教授蒂埃里·梅纳尔（中文名梅谦立）认为，贝尼耶崇尚儒家著作中呈现的崇高道德和政治理想，所以希望能以儒家思想原则，作为构建现代政治学的基础。　　		                        						",来源：新闻,发布时间：2024-01-28 12:09:10
银发游让老年生活更精彩,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fculture-travel.cctv.com%2F2024%2F01%2F25%2FARTIm9LoPpYnqGZ7tFNWC8WR240125.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D14,"
		                        								                        							
		                        									                        							中山大学旅游学院副院长何莽建议业界关注不同年龄、不同健康状态、不同生活背景和收入水平老年人的差异化需求，对老年旅游市场进行细分，切实提升老年旅游的产品质量和服务水平。		                        						",来源：文旅美食,发布时间：2024-01-25 11:22:37
共绘人类卫生健康“同心圆”——国家卫生健康委援外医疗工作座谈会侧记,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fjiankang.cctv.com%2F2024%2F01%2F02%2FARTIWLEMc7ChPhpaczEgDyKl240102.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D14,"
		                        								                        							
		                        									                        							中山大学附属第一医院副主任医师吴德熙曾先后3次加入援多米尼克中国医疗队。""3年零3个月的援多经历，让我对多米尼克有一种特殊的感情。""吴德熙感慨。　　白衣执甲，用奉献诠释大爱。""		                        						",来源：健康,发布时间：2024-01-02 15:13:41
传承红色基因 江西赣州用红色文化铸魂育人,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Flocal.cctv.com%2F2023%2F11%2F03%2FARTIFxd70fPkWr1g4kXb3OuT231103.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D15,"
		                        								                        							
		                        									                        							中山大学师生一行来到信丰县油山镇上乐、下坪，铁石口镇上塘村开展红色研培调研。		                        						",来源：地方频道,发布时间：2023-11-03 16:15:54
焦点访谈：牢记总书记嘱托 种业振兴食物丰,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2024%2F02%2F15%2FARTIOrHVgKYCGBCy6G5FEAu0240215.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D15,"
		                        								                        							
		                        									                        							陈奕彬：""基地联合中山大学，从多个区域引进多个种群，组成一个选育的基础群体，又开始经过一代群体选育，加上五代的家系选育，历经大概八代十年的时间，终于在2011年的时候，选出国内第一个抗病的南美白对虾新品种		                        						",来源：新闻,发布时间：2024-02-15 21:42:21
“全国动画与新媒体行业产教融合共同体”成立大会暨动画与新媒体行业产教融合发展论坛在海南举行,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Flocal.cctv.com%2F2023%2F11%2F21%2FARTI0ivBspAQsXjs0pKxCrzp231121.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D15,"
		                        								                        							
		                        									                        							海南省教育厅党委书记、厅长李湖出席大会并致辞，海南软件职业技术学院党委书记陈晖阳、央视国际网络有限公司副总经理赵磊、武汉理工大学副校长王世杰、中山大学副校长兰平、电子科技大学副校长徐红兵、华南师范大学副校长吴坚		                        						",来源：地方频道,发布时间：2023-11-21 15:04:53
年资助金额2900多亿元 大数据助力学生资助精准高效,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F11%2F15%2FARTIqIQZ3ONr3DU2x3BcxDGg231115.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D15,"
		                        								                        							
		                        									                        							去年，她以优异的成绩考入中山大学，同时获得大学生新生入学资助1000元，育才教育基金会资助5000元，并办理了生源地助学贷款。　　""一路走来，每位帮助我的人、每笔助学资金，我都记在心里。""		                        						",来源：新闻,发布时间：2023-11-15 09:46:29
扩大人文交流 促进民心相通,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2024%2F01%2F28%2FARTIVsn2BVdQJa2HDcxfFiK2240128.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D15,"
		                        								                        							
		                        									                        							中山大学与法国近30所高校和科研机构建立合作与交流，东南大学与法国多所院校和研究院联合共建中法生物医学信息研究中心，由中法合作举办的北京航空航天大学中法航空研究院去年开始招收本科生，中国科学技术大学与巴黎数学基金会等续签		                        						",来源：新闻,发布时间：2024-01-28 10:30:02
浙江师范大学成立全国首个非洲区域国别学学部　第十三届全国政协副主席刘新成出席致辞,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Faigc.cctv.com%2F2023%2F12%2F24%2FARTIXLkodMxxrBNscH9G2zOD231224.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D15,"
		                        								                        							
		                        									                        							北京语言大学涂龙德教授、中山大学陈杰教授分别宣读教育部国别和区域研究工作秘书处、高校区域国别学人才培养与学科建设联盟贺信。中国非洲问题研究会、中国非洲史研究会致贺信。		                        						",来源：AIGC频道,发布时间：2023-12-24 16:40:13
